Broad discipline,College/School,Major name,Admit GPA range,Admit rate,Enroll GPA range,Yield rate,Admits,Applicants,Enrolls
Fine & Applied Arts,Not applicable,Drama,3.34 - 3.85,0.651933702,3.24 - 3.75,0.347457627,118,181,41
Fine & Applied Arts,Not applicable,Music,3.30 - 3.80,0.622641509,3.26 - 3.65,0.212121212,33,53,7
Fine & Applied Arts,Not applicable,Speculative design,3.22 - 3.80,0.5,masked,0.375,8,16,3
Fine & Applied Arts,Not applicable,Studio art,3.21 - 3.81,0.564705882,3.17 - 3.67,0.364583333,96,170,35
Fine & Applied Arts,Not applicable,Visual arts - media,3.26 - 3.80,0.612149533,3.13 - 3.69,0.290076336,131,214,38
Foreign Languages & Lliterature,Not applicable,Classical studies,3.32 - 3.87,0.666666667,masked,0.375,8,12,3
Foreign Languages & Lliterature,Not applicable,Linguistics,3.50 - 3.96,0.574074074,masked,0.064516129,62,108,4
Foreign Languages & Lliterature,Not applicable,Linguistics - languages studies,3.51 - 3.93,0.447619048,3.21 - 3.52,0.212765957,47,105,10
Foreign Languages & Lliterature,Not applicable,Linguistics (specialization in speech and language sciences),3.47 - 3.89,0.678571429,masked,0.210526316,19,28,4
Interdisciplinary Studies,Not applicable,Cognitive and behavioral neuroscience,3.45 - 3.87,0.648648649,3.10 - 3.84,0.395833333,48,74,19
Interdisciplinary Studies,Not applicable,Cognitive science,3.42 - 3.87,0.701438849,3.36 - 3.77,0.441025641,195,278,86
Interdisciplinary Studies,Not applicable,Interdisciplinary computer & the arts,3.21 - 3.67,0.458333333,3.35 - 3.61,0.636363636,11,24,7
Interdisciplinary Studies,Not applicable,International studies - economics,3.30 - 3.81,0.718061674,3.28 - 3.67,0.460122699,163,227,75
Interdisciplinary Studies,Not applicable,International studies - international business,3.41 - 3.87,0.582694414,3.31 - 3.74,0.385338346,532,913,205
Interdisciplinary Studies,Not applicable,International studies - linguistics,3.25 - 3.83,0.628571429,3.06 - 3.21,0.272727273,22,35,6
Interdisciplinary Studies,Not applicable,International studies - political science,3.26 - 3.89,0.505050505,3.01 - 3.56,0.32,50,99,16
Interdisciplinary Studies,Not applicable,International studies - sociology,3.35 - 3.89,0.695652174,3.38 - 3.66,0.171875,64,92,11
Interdisciplinary Studies,Not applicable,Mathematics - computer science,3.51 - 3.89,0.79558011,3.44 - 3.78,0.451388889,144,181,65
Letters,Not applicable,History,3.30 - 3.82,0.725146199,3.14 - 3.59,0.133064516,248,342,33
Letters,Not applicable,"Literature, english/american",3.30 - 3.78,0.712550607,3.04 - 3.74,0.130681818,176,247,23
Letters,Not applicable,Literature/writing,3.34 - 3.86,0.64321608,3.41 - 3.80,0.15625,128,199,20
Letters,Not applicable,Philosophy,3.33 - 3.74,0.625,3.11 - 3.60,0.08,150,240,12
Letters,Not applicable,Religious studies,3.52 - 3.86,0.714285714,masked,0.3,10,14,3
Mathematics,Not applicable,Applied mathematics,3.63 - 3.94,0.634146341,3.32 - 3.79,0.223076923,130,205,29
Mathematics,Not applicable,Mathematics,3.42 - 3.90,0.631578947,3.34 - 3.77,0.299019608,204,323,61
Mathematics,Not applicable,Mathematics - scientific computation,3.58 - 3.92,0.4,masked,0.375,8,20,3
Mathematics,Not applicable,Mathematics/economics,3.68 - 4.00,0.547770701,3.45 - 3.83,0.23255814,86,157,20
Mathematics,Not applicable,Probability and statistics,3.61 - 3.94,0.636363636,3.41 - 3.86,0.22556391,133,209,30
Physical Sciences,Not applicable,Chemistry,3.44 - 3.91,0.562992126,3.28 - 3.59,0.335664336,143,254,48
Physical Sciences,Not applicable,Chemistry - biochemistry,3.54 - 3.95,0.557522124,3.23 - 3.81,0.261904762,126,226,33
Physical Sciences,Not applicable,Molecular synthesis,3.84 - 3.95,1,masked,0.6,5,5,3
Physical Sciences,Not applicable,Natural sciences,3.26 - 3.84,0.526315789,3.13 - 3.32,0.2,30,57,6
Physical Sciences,Not applicable,Oceanic and atmospheric sciences,3.30 - 3.59,0.705882353,3.31 - 3.57,0.416666667,12,17,5
Physical Sciences,Not applicable,Pharmacological chemistry,3.51 - 3.90,0.603773585,3.46 - 3.82,0.3125,32,53,10
Physical Sciences,Not applicable,Physics,3.43 - 3.88,0.468965517,3.39 - 3.76,0.161764706,68,145,11
Psychology,Not applicable,Business psychology,3.32 - 3.82,0.482954545,3.28 - 3.70,0.317647059,85,176,27
Psychology,Not applicable,Psychology,3.41 - 3.89,0.551049964,3.25 - 3.72,0.306176084,761,1381,233
Psychology,Not applicable,Psychology with a specialization in clinical psychology,3.34 - 3.79,0.73015873,3.19 - 3.75,0.52173913,46,63,24
Psychology,Not applicable,Psychology with a specialization in cognitive psychology,3.38 - 3.86,0.597222222,3.32 - 3.76,0.325581395,43,72,14
Psychology,Not applicable,Psychology with a specialization in developmental psychology,3.41 - 3.89,0.5,3.46 - 3.97,0.4,25,50,10
Psychology,Not applicable,Psychology with a specialization in human health,3.31 - 3.71,0.617647059,3.31 - 3.65,0.428571429,21,34,9
Psychology,Not applicable,Psychology with a specialization in social psychology,3.53 - 3.95,0.536231884,masked,0.108108108,37,69,4
Public Health,Not applicable,Global health,3.30 - 3.64,0.594594595,3.28 - 3.62,0.46969697,66,111,31
Public Health,Not applicable,Public health,3.35 - 3.71,0.616666667,3.23 - 3.68,0.432432432,148,240,64
Social Sciences,Not applicable,Anthropology with concentration in climate change and human solutions,3.45 - 3.85,0.571428571,masked,0.1875,16,28,3
Social Sciences,Not applicable,Anthropology(concentration in sociocultral anthropology),3.37 - 3.84,0.623188406,3.19 - 3.62,0.186046512,86,138,16
Social Sciences,Not applicable,Biological anthropology,3.34 - 3.75,0.590163934,3.28 - 3.56,0.166666667,36,61,6
Social Sciences,Not applicable,Economics,3.48 - 3.90,0.605053191,3.37 - 3.75,0.346153846,910,1504,315
Social Sciences,Not applicable,Political science,3.45 - 3.88,0.65,3.21 - 3.64,0.173076923,416,640,72
Social Sciences,Not applicable,Political science - american politics,3.27 - 3.71,0.577777778,3.06 - 3.61,0.346153846,26,45,9
Social Sciences,Not applicable,Political science - international relations,3.35 - 3.86,0.6,3.15 - 3.60,0.290322581,93,155,27
Social Sciences,Not applicable,Political science - political theory,3.34 - 3.43,0.473684211,3.29 - 3.43,0.555555556,9,19,5
Social Sciences,Not applicable,Political science - public law,3.35 - 3.87,0.682119205,3.29 - 3.62,0.262135922,103,151,27
Social Sciences,Not applicable,Political science - public policy,3.35 - 3.85,0.683544304,3.29 - 3.73,0.240740741,54,79,13
Social Sciences,Not applicable,Sociology,3.37 - 3.86,0.580882353,3.21 - 3.57,0.158227848,474,816,75
Social Sciences,Not applicable,Sociology - culture and communications,3.35 - 3.76,0.579710145,3.19 - 3.53,0.225,40,69,9
Social Sciences,Not applicable,Sociology - economy and society,3.37 - 3.65,0.694444444,3.04 - 3.72,0.24,25,36,6
Social Sciences,Not applicable,Sociology - international studies,3.26 - 3.51,0.6,3.37 - 3.61,0.416666667,12,20,5
Social Sciences,Not applicable,Sociology - law and society,3.34 - 3.83,0.545454545,3.21 - 3.64,0.208333333,96,176,20
Social Sciences,Not applicable,Sociology - science and medicine,3.37 - 3.80,0.727272727,3.26 - 3.67,0.40625,32,44,13
Social Sciences,Not applicable,Sociology - social inequality,3.48 - 3.72,0.644444444,3.11 - 3.65,0.24137931,29,45,7
Social Sciences,Not applicable,Urban studies & planning,3.40 - 3.90,0.657894737,3.24 - 3.78,0.213333333,75,114,16
